127.0.0.1 - - [07/Jun/2018:07:20:34 +0000] "GET /2018/06/07/hello-world/ HTTP/1.1" 499 0 "http://fireweedlocal.local/2018/06/07/hello-world/" "WordPress/4.9.6; http://fireweedlocal.local"
127.0.0.1 - - [07/Jun/2018:07:20:40 +0000] "GET /index.php/2018/06/07/hello-world/ HTTP/1.1" 499 0 "http://fireweedlocal.local/index.php/2018/06/07/hello-world/" "WordPress/4.9.6; http://fireweedlocal.local"
127.0.0.1 - - [07/Jun/2018:07:20:44 +0000] "POST /wp-cron.php?doing_wp_cron=1528356042.8585391044616699218750 HTTP/1.1" 499 0 "http://fireweedlocal.local/wp-cron.php?doing_wp_cron=1528356042.8585391044616699218750" "WordPress/4.9.6; http://fireweedlocal.local"
127.0.0.1 - - [07/Jun/2018:07:21:24 +0000] "GET /wp-admin HTTP/1.0" 301 178 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:29 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:30 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Ffireweedlocal.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 2294 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:30 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.9.6 HTTP/1.0" 200 104364 "http://fireweedlocal.local/wp-login.php?redirect_to=http%3A%2F%2Ffireweedlocal.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:32 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://fireweedlocal.local/wp-login.php?redirect_to=http%3A%2F%2Ffireweedlocal.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:40 +0000] "POST /wp-login.php HTTP/1.0" 200 3292 "http://fireweedlocal.local/wp-login.php?redirect_to=http%3A%2F%2Ffireweedlocal.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:41 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://fireweedlocal.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:48 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://fireweedlocal.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:50 +0000] "GET /wp-admin/ HTTP/1.0" 200 55181 "http://fireweedlocal.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:51 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.9.6 HTTP/1.0" 200 109068 "http://fireweedlocal.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:51 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=4.9.6 HTTP/1.0" 200 335791 "http://fireweedlocal.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:51 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter,heartbeat,wp-auth-check,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autocomplete&ver=4.9.6 HTTP/1.0" 200 244314 "http://fireweedlocal.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [07/Jun/2018:07:21:52 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=f9925b4f01&1528356111910 HTTP/1.0" 200 1114 "http://fireweedlocal.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
